Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,CouncilDistrict
86,7,16,100,0.0,0.0,0,0.0,9
86,8,16,100,0.0,0.0,0,0.0,9
86,9,16,100,0.0,0.0,0,0.0,9
5288A,84,27,290,2212.03,110.21,1,2399.52,4
86,11,16,100,0.0,0.0,0,0.0,9
86,12,16,100,0.0,0.0,0,0.0,9
86,13,16,100,0.0,0.0,0,0.0,9
86,14,16,100,0.0,0.0,0,0.0,9
86,15,16,100,0.0,0.0,0,0.0,9
86,16,16,100,316.97,15.79,0,0.0,9
86,17,16,100,316.97,15.79,1,0.0,9
86,18,16,100,0.0,0.0,0,0.0,9
86,19,16,100,316.97,15.79,0,0.0,9
86,21,16,100,0.0,0.0,0,0.0,9
86,22,16,100,0.0,0.0,0,0.0,9
86,23,16,100,0.0,0.0,0,0.0,9
2020,101,24,100,9527.02,474.66,1,4654.03,11
5288A,92,27,290,2618.18,130.44,1,2818.09,4
85,38,16,40,0.0,0.0,0,0.0,9
85,39,16,40,0.0,0.0,0,0.0,9
85,40,16,40,0.0,0.0,0,0.0,9
85,41,16,40,0.0,0.0,0,0.0,9
85,42,16,40,0.0,0.0,0,0.0,9
85,43,16,40,0.0,0.0,0,0.0,9
85,44,16,40,0.0,0.0,0,0.0,9
85,45,16,40,0.0,0.0,0,0.0,9
5288A,100,27,290,2212.03,110.21,1,2399.52,4
85,48,16,40,0.0,0.0,0,0.0,9
85,49,16,40,0.0,0.0,0,0.0,9
2487,63,16,170,6.74,0.34,0,7.86,8
85,51,16,40,0.0,0.0,0,0.0,9
85,52,16,40,0.0,0.0,0,0.0,9
85,53,16,40,0.0,0.0,0,0.0,9
85,54,16,40,0.0,0.0,0,0.0,9
85,55,16,40,0.0,0.0,0,0.0,9
85,56,16,40,0.0,0.0,0,0.0,9
85,57,16,40,22.48,1.12,0,0.0,9
85,58,16,40,0.0,0.0,0,0.0,9
86,53,16,100,0.0,0.0,0,0.0,9
86,54,16,100,316.97,15.79,0,0.0,9
86,56,16,100,0.0,0.0,0,0.0,9
86,57,16,100,0.0,0.0,0,0.0,9
2020,113,24,100,4143.81,206.45,1,2004.7,11
2020,117,24,100,3768.39,187.75,1,965.97,11
86,24,16,100,0.0,0.0,0,0.0,9
86,25,16,100,0.0,0.0,0,0.0,9
86,26,16,100,0.0,0.0,0,0.0,9
86,28,16,100,0.0,0.0,0,0.0,9
5288C,35,27,290,2625.66,130.82,1,2831.11,3
86,31,16,100,0.0,0.0,0,0.0,9
86,32,16,100,0.0,0.0,0,0.0,9
86,33,16,100,0.0,0.0,0,0.0,9
2021,3,24,110,5581.78,278.1,1,2917.72,11
5288D,41,27,290,2243.5,111.78,1,2432.32,3
712,24,19,100,1348.8,67.2,0,1471.3,9
86,37,16,100,0.0,0.0,0,0.0,9
5288D,135,27,290,2493.03,124.21,1,1242.71,3
5288D,190,27,290,2153.58,107.3,1,2338.56,3
86,40,16,100,0.0,0.0,0,0.0,9
86,41,16,100,0.0,0.0,0,0.0,9
86,42,16,100,0.0,0.0,0,0.0,9
86,46,16,100,0.0,0.0,0,0.0,9
86,47,16,100,0.0,0.0,0,0.0,9
86,49,16,100,0.0,0.0,0,0.0,9
711,35,19,100,112.4,5.6,0,131.86,9
108,47,16,90,0.0,0.0,0,0.0,9
2487,116,16,170,15.74,0.78,0,18.44,8
2487,125,16,170,15.74,0.78,0,18.44,8
2020,119,24,100,5005.55,249.39,1,2274.27,11
2021,8,24,110,4027.67,200.67,1,1015.38,11
2489,51,16,60,8.99,0.45,0,10.52,8
2021,53,24,110,4115.35,205.04,1,1081.09,11
86,058A,16,100,67.44,3.36,0,0.0,9
87,1,16,110,67.44,3.36,0,0.0,9
5267J,172,27,460,2513.26,125.22,1,2713.91,4
2021,57,24,110,4438.29,221.12,0,4659.42,11
87,4,16,110,0.0,0.0,0,0.0,9
5267J,426,27,460,2378.38,118.5,1,808.98,4
87,6,16,110,0.0,0.0,0,0.0,9
5267O,154,27,90,2220.28,110.62,1,1168.64,3
5267O,211,27,90,2560.47,127.57,1,862.61,3
5919,33,26,380,2649.65,132.01,1,2829.19,13
5919,42,26,380,2171.57,108.19,1,2335.06,13
87,11,16,110,0.0,0.0,0,0.0,9
87,12,16,110,0.0,0.0,0,0.0,9
5919,61,26,380,2400.86,119.62,1,2583.2,13
87,15,16,110,316.97,15.79,1,0.0,9
714,5,19,100,112.4,5.6,0,131.86,9
87,19,16,110,316.97,15.79,0,0.0,9
2021,54,24,110,6621.1,329.88,1,6570.74,11
87,23,16,110,0.0,0.0,0,0.0,9
87,24,16,110,0.0,0.0,0,0.0,9
87,25,16,110,316.97,15.79,0,0.0,9
2021,59,24,110,4168.53,207.68,1,1053.2,11
2021,61,24,110,6643.58,331.0,1,3265.81,11
2021,66,24,110,4973.32,247.78,1,1548.66,11
2021,79,24,110,5492.61,273.65,1,1402.95,11
5603G,010E,27,40,5111.95,254.69,1,2767.97,2
5603G,40,27,40,2693.1,134.18,0,2675.4,2
5679,14,27,30,3066.27,152.77,1,1264.15,3
5684,003A,27,30,2758.3,137.42,1,3017.17,3
87,30,16,110,67.44,3.36,0,0.0,9
2506A,37,16,170,2243.5,111.78,1,2034.16,8
87,37,16,110,0.0,0.0,0,0.0,9
87,38,16,110,0.0,0.0,0,0.0,9
87,44,16,110,0.0,0.0,0,0.0,9
87,45,16,110,0.0,0.0,0,0.0,9
87,47,16,110,0.0,0.0,0,0.0,9
87,48,16,110,316.97,15.79,0,0.0,9
87,49,16,110,316.97,15.79,0,0.0,9
87,50,16,110,0.0,0.0,0,0.0,9
87,51,16,110,0.0,0.0,0,0.0,9
87,53,16,110,0.0,0.0,0,0.0,9
87,54,16,110,0.0,0.0,0,0.0,9
87,55,16,110,0.0,0.0,0,0.0,9
87,56,16,110,316.97,15.79,0,0.0,9
2021,91,24,110,7233.32,360.38,1,1938.59,11
2021,093A,24,110,10253.87,510.87,1,4311.52,
2021,093B,24,110,9799.03,488.21,1,4087.42,11
2021,094B,24,110,9790.04,487.76,1,4088.03,11
2021,094D,24,110,8579.11,427.43,1,4507.03,11
2021,105,24,110,4216.51,210.08,1,1037.07,11
87,58,16,110,67.44,3.36,1,0.0,9
5357A,1,27,260,3284.33,163.63,1,3179.4,3
5361A,29,27,260,2760.54,137.54,1,1813.2,3
5385,3,27,60,2137.85,106.51,1,1246.46,3
5711,15,26,230,3049.79,151.95,1,2766.46,2
5733A,10,26,230,2261.49,112.67,1,2451.11,2
5733D,85,26,230,2508.03,124.96,1,2681.35,2
3100E,42,15,240,3531.61,175.95,1,260.35,7
7139A,36,25,60,1981.23,98.71,0,2334.64,10
87,61,16,110,67.44,3.36,0,79.08,9
87,59,16,110,272.01,13.55,0,285.56,9
87,62,16,110,67.44,3.36,0,79.08,9
2507,20,16,170,2167.07,107.97,1,2295.53,8
2508,29,16,60,1960.26,97.66,1,37.56,8
2510,27,28,50,2315.44,115.36,1,565.9,8
3100D,73,15,240,3084.26,153.66,1,3329.78,7
2022A,5,24,110,4606.15,229.49,1,1830.68,11
2022A,7,24,110,4672.85,232.81,1,1195.67,11
2022A,8,24,110,4875.17,242.89,1,1236.47,11
2022A,10,24,110,5031.02,250.66,1,1267.98,11
2022A,13,24,110,7118.67,354.67,1,3459.62,11
2022A,14,24,110,3998.45,199.21,1,1999.72,11
2022A,18,24,110,3822.34,190.44,1,1915.88,11
2022A,21,24,110,3849.32,191.78,1,975.28,11
2022A,22,24,110,2628.65,130.96,1,812.31,11
2022A,23,24,110,3829.85,190.81,1,958.26,11
5841,9,27,20,2890.93,144.03,1,1529.44,2
89,26,16,130,316.97,15.79,0,0.0,9
89,27,16,130,316.97,15.79,0,0.0,9
5844,2,27,20,3192.16,159.04,1,26.54,2
89,29,16,130,316.97,15.79,0,0.0,9
89,30,16,130,316.97,15.79,0,0.0,9
5845C,8,27,20,1193.69,59.47,1,1357.53,2
5849,15,27,20,2225.52,110.88,1,2448.65,2
5864N,42,27,10,2598.69,129.47,1,2799.04,3
7892,8,25,30,112.4,5.6,0,139.44,10
89,35,16,130,316.97,15.79,1,0.0,9
89,36,16,130,316.97,15.79,0,0.0,9
89,37,16,130,899.2,44.8,0,0.0,9
7900E,157,28,50,3880.05,193.31,1,1018.15,8
89,39,16,130,316.97,15.79,0,0.0,9
89,40,16,130,316.97,15.79,0,0.0,9
89,040A,16,130,0.0,0.0,0,0.0,9
89,41,16,130,316.97,15.79,0,0.0,9
89,42,16,130,316.97,15.79,0,0.0,9
89,43,16,130,316.97,15.79,1,0.0,9
7983,1,28,50,3034.06,151.16,0,3309.4,8
7993B,28,28,50,2650.39,132.05,1,2838.03,8
89,46,16,130,316.97,15.79,0,0.0,9
780,133,21,30,3172.67,158.07,0,3525.83,10
5913,36,26,400,2140.1,106.62,0,2520.98,13
876,151,22,10,5934.72,295.68,1,0.0,
89,52,16,130,67.44,3.36,1,0.0,9
89,53,16,130,316.97,15.79,0,0.0,9
89,54,16,130,316.97,15.79,1,0.0,9
