Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,CouncilDistrict
49,15,16,50,0.0,0.0,0,0.0,9
1,28,15,370,472.08,23.52,0,553.68,7
49,20,16,50,269.76,13.44,0,0.0,9
49,26,16,50,269.76,13.44,1,0.0,9
49,29,16,50,269.76,13.44,1,0.0,9
1854,19,1,60,6740.25,335.81,1,1813.76,1
1854,21,1,60,4932.85,245.76,1,4971.41,1
1854,26,1,60,4179.03,208.21,1,2098.39,1
1854,50,1,60,6262.19,312.0,1,3101.89,1
1854,57,1,60,3928.0,195.7,1,1978.64,1
1854,068B,1,60,12242.61,609.95,1,5941.81,1
3003,38,15,50,337.2,16.8,0,406.5,7
3003,84,15,50,67.44,3.36,0,90.12,7
3004,19,15,50,337.2,16.8,0,406.5,7
49,33,16,50,269.76,13.44,1,0.0,9
49,34,16,50,269.76,13.44,1,0.0,9
3004,28,15,50,67.44,3.36,0,90.12,7
3004,56,15,50,337.2,16.8,1,21.11,7
3005,11,15,50,67.44,3.36,1,83.64,7
1780,34,2,50,10591.83,527.71,0,7271.72,1
49,39,16,50,269.76,13.44,0,0.0,9
3005,34,15,50,22.48,1.12,0,37.4,7
49,36,16,50,269.76,13.44,0,0.0,9
5,38,15,130,67.44,3.36,0,79.08,7
49,48,16,50,269.76,13.44,1,0.0,9
49,49,16,50,269.76,13.44,0,0.0,9
85,29,16,40,0.0,0.0,0,0.0,9
85,30,16,40,0.0,0.0,0,0.0,9
85,31,16,40,0.0,0.0,0,0.0,9
85,32,16,40,0.0,0.0,0,0.0,9
85,33,16,40,0.0,0.0,0,0.0,9
85,34,16,40,0.0,0.0,0,0.0,9
85,35,16,40,0.0,0.0,0,0.0,9
85,36,16,40,0.0,0.0,0,0.0,9
1776,85,1,30,4437.55,221.09,1,2218.87,1
1780,25,2,50,7987.89,397.97,1,3856.48,1
1780,48,2,50,12311.55,613.39,1,2801.62,1
1782,13,2,70,4031.41,200.85,0,4232.28,1
3006,23,15,60,809.28,40.32,0,595.18,7
49,52,16,50,269.76,13.44,1,0.0,9
49,53,16,50,269.76,13.44,1,0.0,9
49,54,16,50,269.76,13.44,0,0.0,9
49,55,16,50,269.76,13.44,0,0.0,9
3010,29,15,60,472.08,23.52,1,508.12,7
1783,27,2,70,3925.01,195.55,1,3961.46,1
3011,4,15,60,67.44,3.36,0,90.12,7
49,59,16,50,22.48,1.12,0,0.0,9
3011,005C,15,60,472.08,23.52,0,564.72,7
7,14,15,160,472.08,23.52,0,553.68,7
49,64,16,50,269.76,13.44,0,0.0,9
49,67,16,230,0.0,0.0,0,0.0,9
50,1,16,30,0.0,0.0,0,0.0,9
50,2,16,30,316.97,15.79,1,0.0,9
50,3,16,30,316.97,15.79,0,0.0,9
2298A,18,20,30,1587.09,79.07,0,1861.34,8
50,7,16,30,67.44,3.36,0,0.0,9
50,8,16,30,316.97,15.79,0,0.0,9
50,9,16,30,316.97,15.79,1,0.0,9
3866,48,12,190,4945.6,246.4,1,4855.4,
1782,68,2,70,2475.79,123.35,1,1247.88,1
1783,055C,2,70,9051.19,450.95,1,4435.3,1
1783,055D,2,70,9051.19,450.95,1,4435.3,1
3085,109,15,270,2122.11,105.73,1,1771.24,7
50,11,16,30,316.97,15.79,1,0.0,9
50,12,16,30,316.97,15.79,0,0.0,9
50,13,16,30,316.97,15.79,1,0.0,9
50,14,16,30,67.44,3.36,1,0.0,9
3085,178,15,270,2122.11,105.73,1,2281.24,7
3085A,31,15,60,809.28,40.32,0,960.18,7
3100A,004B,15,210,8175.98,407.34,0,7411.24,6
3100D,70,15,240,3084.26,153.66,1,2488.36,7
50,19,16,30,316.97,15.79,0,0.0,9
50,20,16,30,0.0,0.0,0,0.0,9
50,21,16,30,0.0,0.0,0,0.0,9
50,22,16,30,0.0,0.0,0,0.0,9
3100P,17,15,240,3288.82,163.86,1,3554.29,6
3114,35,15,230,7503.82,373.86,1,5526.03,6
8,1,15,150,67.44,3.36,0,79.08,7
50,10,16,30,705.13,35.13,0,736.73,9
1793,71,1,130,5001.8,249.2,1,1787.72,1
2152,013A,20,70,22.48,1.12,0,26.36,9
2152,013B,20,70,22.48,1.12,0,26.36,9
2152,013C,20,70,67.44,3.36,0,79.08,9
1792,28,1,130,5502.36,274.14,1,2734.05,1
1792,44,1,130,3784.13,188.53,1,1334.54,1
1793,35,1,130,4768.75,237.59,1,809.83,1
1793,75,1,130,5701.67,284.07,1,2723.39,1
1793,79,1,130,5091.72,253.68,1,2539.87,1
3185,56,15,350,674.4,33.6,0,802.02,6
50,37,16,30,316.97,15.79,0,0.0,9
3185,57,15,350,674.4,33.6,0,802.02,6
3190,46,15,350,674.4,33.6,0,802.02,6
3190A,006A,15,350,1117.26,55.66,0,1287.49,6
1798,1,3,60,16408.15,817.49,0,17225.66,1
1799A,213,3,60,8632.32,430.08,1,4997.48,
3190A,35,15,350,2742.56,136.64,0,3144.43,6
50,44,16,30,0.0,0.0,0,0.0,9
50,45,16,30,316.97,15.79,0,0.0,9
50,46,16,30,316.97,15.79,1,0.0,9
3193A,17,15,350,5766.12,287.28,0,6598.85,6
2164,004B,20,140,67.44,3.36,0,79.08,9
50,52,16,30,67.44,3.36,1,0.0,9
50,53,16,30,67.44,3.36,0,0.0,9
50,54,16,30,67.44,3.36,0,0.0,9
50,55,16,30,67.44,3.36,0,0.0,9
1806,4,3,70,28479.17,1418.89,0,29898.08,1
50,57,16,30,67.44,3.36,1,0.0,9
2164,12,20,140,67.44,3.36,0,79.08,9
2407,14,15,50,22.48,1.12,0,26.36,7
1807,28,3,70,8917.07,444.27,1,8749.36,
1794,50,1,130,5984.18,298.14,1,2522.68,1
1799A,249,3,60,9231.79,459.95,1,4176.17,
1807,26,3,70,8617.33,429.33,1,4167.15,
1807,29,3,70,8917.07,444.27,1,4378.31,
3193A,40,15,350,674.4,33.6,0,724.02,6
50,72,16,30,316.97,15.79,1,0.0,9
1807,36,3,70,8752.21,436.05,1,8576.28,
50,74,16,30,316.97,15.79,1,0.0,9
50,75,16,30,316.97,15.79,0,0.0,9
50,76,16,30,316.97,15.79,1,0.0,9
3193A,42,15,350,674.4,33.6,0,802.02,6
50,78,16,30,0.0,0.0,0,0.0,9
3196,25,15,350,22.48,1.12,0,37.4,6
50,80,16,30,0.0,0.0,0,0.0,9
3196C,10,28,10,2198.54,109.54,0,2589.54,6
3196C,25,28,10,837.76,41.74,0,993.62,6
4051B,23,9,20,2389.62,119.06,1,2571.52,14
50,86,16,30,316.97,15.79,0,0.0,9
2165,21,20,70,67.44,3.36,0,79.08,9
2165,24,20,70,67.44,3.36,0,79.08,9
50,90,16,30,67.44,3.36,0,0.0,9
2165,28,20,70,337.2,16.8,0,395.46,9
1811,62,2,50,3722.69,185.47,0,3908.18,1
1811,64,2,50,1655.27,82.47,0,1737.76,1
1810,2,2,50,5393.69,268.72,0,2844.92,1
1807,30,3,70,8932.05,445.01,1,4386.17,
1810,66,2,50,5290.29,263.57,0,1733.12,1
1811,3,2,50,5563.06,277.16,0,2922.54,1
1811,39,2,50,10805.39,538.35,0,5656.57,1
1811,54,2,50,16178.11,806.03,1,7929.69,1
53,2,16,20,67.44,3.36,0,0.0,9
53,3,16,20,67.44,3.36,0,0.0,9
3118A,16,15,230,2924.65,145.71,1,3129.41,6
3118B,27,15,230,4107.1,204.62,1,4432.18,6
3118D,8,15,240,3419.21,170.35,1,2328.64,7
53,7,16,20,0.0,0.0,0,0.0,9
3120,44,15,240,2738.06,136.42,1,1109.33,7
53,9,16,20,0.0,0.0,0,0.0,9
53,10,16,20,0.0,0.0,0,0.0,9
53,11,16,20,316.97,15.79,0,0.0,9
1815,2,3,70,37256.85,1856.21,0,39113.08,1
1815,4,3,70,64638.25,3220.41,0,67858.68,
3123B,11,15,230,3527.11,175.73,1,2843.49,6
1818,4,3,70,3476.91,173.23,1,3405.36,
17,39,15,140,472.08,23.52,0,553.68,7
53,17,16,20,0.0,0.0,0,0.0,9
53,19,16,20,0.0,0.0,0,0.0,9
53,20,16,20,0.0,0.0,0,0.0,9
53,21,16,20,0.0,0.0,0,0.0,9
1818,14,3,70,16205.09,807.37,1,15929.24,1
63,60,16,120,0.0,0.0,0,0.0,9
63,61,16,120,0.0,0.0,0,0.0,9
17,42,15,140,67.44,3.36,0,79.08,7
1811,78,2,50,5019.04,250.06,1,1286.61,1
1811,79,2,50,3008.57,149.89,1,1471.67,1
1818,047A,3,70,4870.67,242.67,1,2131.58,
53,44,16,20,0.0,0.0,0,0.0,9
1818,050A,3,70,8692.27,433.07,1,76.7,
53,46,16,20,316.97,15.79,0,0.0,9
53,47,16,20,0.0,0.0,0,0.0,9
3123C,2,15,230,4122.83,205.41,1,1816.44,6
3163,2,15,350,2571.71,128.13,0,2949.26,6
3165,54,15,310,1126.25,56.11,1,1213.09,6
53,51,16,20,0.0,0.0,0,0.0,9
53,52,16,20,316.97,15.79,0,0.0,9
3167,8,15,310,1126.25,56.11,1,1213.09,6
53,55,16,20,316.97,15.79,1,0.0,9
53,56,16,20,316.97,15.79,0,0.0,9
53,58,16,20,316.97,15.79,0,0.0,9
2170A,72,20,70,314.72,15.68,0,369.1,9
53,64,16,20,0.0,0.0,0,0.0,9
53,65,16,20,0.0,0.0,0,0.0,9
2170A,82,20,70,314.72,15.68,0,369.1,9
53,67,16,20,0.0,0.0,0,0.0,9
2171,54,20,60,337.2,16.8,0,395.46,9
1818,121,3,70,8932.05,445.01,1,4455.98,
19,28,15,380,1034.08,51.52,0,1191.6,7
1818,049A,3,70,8932.05,445.01,1,4284.48,
1818,123,3,70,9051.95,450.99,1,4433.86,
1819,22,2,60,5828.32,290.38,1,4526.9,1
1819,28,2,60,8539.41,425.45,1,3527.18,1
1819,41,2,60,5216.87,259.92,1,1853.63,1
1820,22,2,60,7540.53,375.68,0,80.59,1
1820,9,2,60,28371.27,1413.52,0,29784.8,1
1820,10,2,60,8448.73,420.93,0,8869.68,1
3172,24,15,310,562.0,28.0,1,584.39,6
3172,46,15,310,1126.25,56.11,1,1213.09,6
0055B,61,16,10,899.2,44.8,1,0.0,9
0055B,62,16,10,899.2,44.8,1,0.0,9
0055B,63,16,10,899.2,44.8,1,0.0,9
0055B,64,16,10,899.2,44.8,1,0.0,9
0055B,65,16,10,899.2,44.8,1,0.0,9
0055B,66,16,10,899.2,44.8,1,0.0,9
0055B,67,16,10,899.2,44.8,1,0.0,9
0055B,68,16,10,899.2,44.8,1,0.0,9
0055B,72,16,10,899.2,44.8,1,0.0,9
3173,14,15,310,1126.25,56.11,0,1331.94,6
3177,21,15,310,562.0,28.0,0,670.16,6
1820,50,2,60,5940.72,295.98,1,5971.72,1
3177,32,15,310,562.0,28.0,0,670.16,6
0055B,77,16,10,0.0,0.0,0,0.0,9
1826,1,3,70,35066.55,1747.09,0,36813.66,1
0055B,79,16,10,316.97,15.79,0,0.0,9
0055B,80,16,10,0.0,0.0,0,0.0,9
0055B,080A,16,10,0.0,0.0,0,0.0,9
1826,2,3,70,15096.83,752.16,0,15849.0,1
20,047G,15,80,22.48,1.12,0,26.36,7
1827,16,2,60,14659.21,730.35,0,15389.58,1
54,18,16,10,899.2,44.8,1,0.0,9
54,19,16,10,899.2,44.8,1,0.0,9
54,20,16,10,899.2,44.8,1,0.0,9
54,21,16,10,899.2,44.8,0,0.0,9
54,22,16,10,0.0,0.0,0,0.0,9
54,23,16,10,899.2,44.8,0,0.0,9
1827,17,2,60,20785.01,1035.55,0,21820.58,1
54,25,16,10,899.2,44.8,1,0.0,9
54,26,16,10,0.0,0.0,1,0.0,9
20,52,15,80,1011.6,50.4,0,1197.42,7
3177,33,15,310,67.44,3.36,0,90.12,6
1828,38,2,50,4713.31,234.83,0,4948.16,1
3205,18,15,180,472.08,23.52,0,564.72,7
3205,73,15,180,472.08,23.52,0,564.72,7
3206,15,15,180,472.08,23.52,0,564.72,7
3206,53,15,180,899.2,44.8,1,767.39,7
3207,7,15,160,899.2,44.8,0,1065.62,7
3208,33,15,160,899.2,44.8,0,1065.62,7
3210,53,15,160,22.48,1.12,0,37.4,7
1828,86,2,50,3709.2,184.8,1,3568.0,
1828,19,2,50,4499.75,224.19,0,2410.06,1
2174A,9,20,70,67.44,3.36,0,79.08,9
1828,23,2,50,4606.15,229.49,1,1806.21,1
1828,50,2,50,9715.86,484.06,1,4429.04,1
1828,51,2,50,3831.33,190.88,0,4063.15,1
26,18,15,80,1011.6,50.4,0,1197.42,7
3213,16,15,180,251.78,12.54,0,306.38,7
3213,016A,15,180,251.78,12.54,0,306.38,7
3227,60,15,170,1141.98,56.9,0,1315.71,7
3525B,11,13,30,3522.62,175.5,0,4035.68,7
3525B,23,13,30,4756.77,236.99,1,5153.44,7
3525B,25,13,30,2234.51,111.33,0,2631.68,7
3525B,35,13,30,3590.06,178.86,1,1645.24,7
3816,12,12,130,1686.0,84.0,1,1801.64,12
0055A,17,16,10,0.0,0.0,0,0.0,9
3816,32,12,130,3372.0,168.0,1,3607.7,12
0055A,31,16,10,0.0,0.0,0,0.0,9
1830,9,2,70,4234.49,210.97,0,2267.99,1
1837,85,1,60,5570.54,277.54,1,2850.84,1
0055D,26,16,160,0.0,0.0,0,0.0,9
2174A,20,20,70,1088.03,54.21,1,529.16,9
2174A,28,20,70,67.44,3.36,0,79.08,9
2174A,75,20,70,67.44,3.36,0,79.08,9
2174A,077A,20,70,224.8,11.2,1,100.13,9
1829,19,2,80,10014.1,498.92,1,4904.3,
1829,62,2,80,2634.66,131.26,1,1323.06,1
1830,16,2,70,10089.02,502.66,1,4420.54,1
1837,81,1,60,5769.11,287.43,1,2865.11,1
1837,91,1,60,5060.99,252.15,1,2525.05,1
1837,93,1,60,3640.25,181.36,1,1838.19,1
9,57,15,150,22.48,1.12,0,37.4,7
0055A,55,16,10,0.0,0.0,0,0.0,9
1830,49,2,70,4049.39,201.75,1,1885.0,1
1831,7,2,70,4082.37,203.39,1,1114.31,1
3211,8,15,180,472.08,23.52,0,564.72,7
3211,43,15,180,472.08,23.52,0,564.72,7
3212,17,15,180,472.08,23.52,0,564.72,7
0055B,1,16,10,0.0,0.0,0,0.0,9
9,58,15,150,22.48,1.12,0,26.36,7
16,23,15,140,1011.6,50.4,1,20.24,7
1833,1,1,40,16254.55,809.84,1,12109.94,1
0055B,10,16,10,316.97,15.79,0,0.0,9
0055B,11,16,10,316.97,15.79,0,0.0,9
0055B,13,16,10,0.0,0.0,0,0.0,9
1830,59,2,70,3617.77,180.24,1,1770.22,1
1831,28,2,70,4679.59,233.15,1,2086.57,1
1832,13,2,70,7307.51,364.08,1,3234.85,1
0055B,15,16,10,67.44,3.36,0,0.0,9
1833,15,1,40,9583.97,477.49,0,10061.48,1
0055B,17,16,10,0.0,0.0,0,0.0,9
0055B,18,16,10,316.97,15.79,0,0.0,9
3262C,9,15,190,2742.56,136.64,0,3257.56,7
0055B,20,16,10,0.0,0.0,0,0.0,9
0055B,21,16,10,0.0,0.0,0,0.0,9
0055B,22,16,10,0.0,0.0,0,0.0,9
3262C,15,15,190,2560.47,127.57,1,2250.02,7
2174B,9,20,70,22.48,1.12,0,26.36,9
8030I,5,28,50,2771.78,138.1,1,3011.48,8
3265B,1,15,190,2353.66,117.26,1,2498.41,7
124,50,19,10,67.44,3.36,0,0.0,9
124,51,19,10,170.85,8.51,0,0.0,9
124,52,19,10,0.0,0.0,0,0.0,9
124,53,19,10,179.84,8.96,0,0.0,9
124,55,19,10,0.0,0.0,0,0.0,9
124,56,19,10,0.0,0.0,0,0.0,9
124,62,19,10,0.0,0.0,0,0.0,9
3866,50,12,190,3372.0,168.0,0,3540.0,
149,48,19,30,0.0,0.0,0,0.0,9
1833,19,1,40,6857.91,341.68,0,3602.79,1
1834,6,1,40,8315.35,414.29,1,4080.98,1
1834,7,1,40,6521.45,324.91,1,3218.99,1
1834,10,1,40,4729.79,235.65,1,2359.43,1
0055B,26,16,10,67.44,3.36,0,0.0,9
0055B,27,16,10,67.44,3.36,0,0.0,9
0055B,28,16,10,316.97,15.79,0,0.0,9
0055B,29,16,10,0.0,0.0,0,0.0,9
0055B,30,16,10,0.0,0.0,0,0.0,9
3270,11,15,170,472.08,23.52,0,564.72,7
3301,120H,27,200,337.2,16.8,0,17.95,6
3301,123,27,200,67.44,3.36,1,83.64,6
1834,33,1,40,4043.41,201.45,1,2027.38,1
0055B,41,16,10,899.2,44.8,0,0.0,9
0055B,42,16,10,899.2,44.8,1,0.0,9
0055B,44,16,10,899.2,44.8,0,0.0,9
0055B,45,16,10,899.2,44.8,1,0.0,9
0055B,46,16,10,899.2,44.8,1,0.0,9
0055B,47,16,10,899.2,44.8,1,0.0,9
0055B,48,16,10,899.2,44.8,1,0.0,9
0055B,49,16,10,899.2,44.8,1,0.0,9
0055B,50,16,10,899.2,44.8,0,0.0,9
0055B,51,16,10,899.2,44.8,0,0.0,9
0055B,52,16,10,899.2,44.8,1,0.0,9
0055B,53,16,10,899.2,44.8,1,0.0,9
2175,24,20,60,67.44,3.36,0,79.08,9
0055B,55,16,10,0.0,0.0,0,0.0,
0055B,56,16,10,899.2,44.8,1,0.0,9
0055B,57,16,10,899.2,44.8,1,0.0,9
2175,28,20,60,67.44,3.36,0,79.08,9
0055B,58,16,10,899.2,44.8,1,0.0,9
0055B,59,16,10,899.2,44.8,0,0.0,9
0055B,60,16,10,899.2,44.8,1,0.0,9
3305,21,15,340,67.44,3.36,0,90.12,6
75,20,16,110,0.0,0.0,0,0.0,9
75,23,16,110,67.44,3.36,0,0.0,9
75,27,16,110,0.0,0.0,0,0.0,9
1835,25,1,40,3200.41,159.45,0,0.0,1
2176,103,20,60,67.44,3.36,0,79.08,9
75,31,16,110,0.0,0.0,0,0.0,9
75,32,16,110,0.0,0.0,0,0.0,9
2176,109,20,60,22.48,1.12,0,26.36,9
75,34,16,110,316.97,15.79,0,0.0,9
75,35,16,110,0.0,0.0,0,0.0,9
75,36,16,110,0.0,0.0,0,0.0,9
75,37,16,110,0.0,0.0,0,0.0,9
75,38,16,110,316.97,15.79,1,0.0,9
75,39,16,110,316.97,15.79,0,0.0,9
75,40,16,110,316.97,15.79,1,0.0,9
75,41,16,110,0.0,0.0,0,0.0,9
1834,47,1,40,6919.34,344.74,1,3032.14,1
1835,24,1,40,4104.85,204.51,1,2052.96,1
3327H,48,15,320,674.4,33.6,0,802.02,6
3341,15,15,320,674.4,33.6,0,802.02,6
3345,15,15,330,337.2,16.8,1,369.59,6
163,15,20,160,112.4,5.6,0,122.62,9
3347,10,15,330,67.44,3.36,0,90.12,6
3347,11,15,330,337.2,16.8,0,406.5,6
3347C,55,15,330,472.08,23.52,0,564.72,6
3347D,15,15,330,472.08,23.52,0,564.72,6
1836,13,1,50,3472.42,173.0,1,178.48,1
0055B,119,16,10,0.0,0.0,1,0.0,9
0055B,121,16,10,0.0,0.0,0,0.0,9
2178,37,20,60,22.48,1.12,0,26.36,9
2178,39,20,60,22.48,1.12,0,26.36,9
2178,54,20,60,337.2,16.8,0,395.46,9
2178,63,20,60,22.48,1.12,0,26.36,9
1836,39,1,50,4038.91,201.23,1,2193.86,1
0055C,3,16,160,0.0,0.0,0,0.0,9
0055C,4,16,160,67.44,3.36,0,0.0,9
2178,64,20,60,22.48,1.12,0,26.36,9
1836,4,1,50,4616.65,230.01,1,2308.2,1
0055C,7,16,160,0.0,0.0,0,0.0,9
0055C,9,16,160,67.44,3.36,0,0.0,9
2178,72,20,60,67.44,3.36,0,79.08,9
1836,32,1,50,6022.39,300.05,1,2980.1,1
1836,41,1,50,3679.23,183.31,1,1792.38,1
1836,47,1,50,5274.55,262.79,1,2621.11,1
3347F,23,15,340,224.8,11.2,0,274.7,6
3350A,17,27,180,1126.25,56.11,1,1123.6,6
0055C,12,16,160,899.2,44.8,0,0.0,9
3350B,29,27,180,1703.98,84.9,1,1810.96,6
0055C,14,16,160,0.0,0.0,0,0.0,9
3350E,14,27,180,599.47,29.87,0,714.12,6
3350E,32,27,180,764.32,38.08,0,907.46,6
3350H,30,15,340,337.2,16.8,0,406.5,6
0055C,18,16,160,0.0,0.0,0,0.0,9
3400,105,15,170,5172.65,257.71,0,5920.86,7
3402,29,15,170,472.08,23.52,0,564.72,7
0055C,21,16,160,316.97,15.79,0,0.0,9
3402,37,15,170,472.08,23.52,1,512.56,7
0055C,25,16,160,0.0,0.0,0,0.0,9
1836,77,1,50,1086.46,54.13,0,0.0,1
0036B,80,15,110,67.44,3.36,0,79.08,7
2179,39,20,60,337.2,16.8,0,395.46,9
1837,46,1,60,4934.36,245.84,1,2512.26,1
2183,4,20,60,22.48,1.12,0,26.36,9
0055C,39,16,160,316.97,15.79,0,0.0,9
0055C,40,16,160,0.0,0.0,0,0.0,9
1836,61,1,50,5502.36,274.14,1,1887.5,1
1837,4,1,60,3419.95,170.39,1,1736.64,1
1837,16,1,60,2629.42,131.0,1,1054.23,1
1837,18,1,60,3161.43,157.51,1,661.4,1
1837,20,1,60,4678.83,233.11,1,2225.08,1
3403,9,13,50,1391.51,69.33,0,1643.0,7
1510,20,8,160,2189.55,109.09,1,907.9,13
3403,13,13,50,184.34,9.18,0,221.65,7
3403,31,13,50,1283.61,63.95,0,1516.46,7
3403,32,13,50,973.38,48.5,0,1152.68,7
0055C,47,16,160,0.0,0.0,0,0.0,9
0055C,48,16,160,67.44,3.36,0,0.0,9
2253,52,20,180,2581.45,128.61,1,733.57,8
0055C,50,16,160,316.97,15.79,0,0.0,9
3403,40,13,50,1443.22,71.9,1,1456.58,7
3403,49,13,50,923.93,46.03,0,1094.64,7
0055C,53,16,160,67.44,3.36,0,0.0,9
3403,52,13,50,1638.79,81.65,0,1933.08,7
4010N,16,9,140,674.4,33.6,0,802.02,12
4013A,27,9,130,674.4,33.6,0,802.02,12
1510,26,8,160,2135.6,106.4,0,2329.54,13
2183C,8,20,60,22.48,1.12,0,26.36,9
2183C,27,20,60,168.6,8.4,0,197.7,9
2183C,32,20,60,22.48,1.12,0,26.36,9
2020,10,24,100,4319.91,215.23,1,4299.34,11
2253,21,20,180,1922.78,95.8,1,2043.52,8
0055C,66,16,160,0.0,0.0,0,0.0,9
0055C,67,16,160,0.0,0.0,0,0.0,9
1837,48,1,60,3143.45,156.61,1,1603.94,1
2020,6,24,100,5348.73,266.48,1,2426.79,11
2020,16,24,100,4113.1,204.92,1,1036.15,11
0055C,68,16,160,0.0,0.0,0,0.0,9
0055C,69,16,160,0.0,0.0,0,0.0,9
1838,76,1,70,3849.32,191.78,1,2067.33,1
3322,28,15,320,67.44,3.36,0,90.12,6
3322,31,15,320,22.48,1.12,0,37.4,6
3324,21,15,320,67.44,3.36,0,90.12,6
3325,32,15,320,674.4,33.6,0,802.02,6
3326,6,15,320,337.2,16.8,0,406.5,6
3326,24,15,320,337.2,16.8,1,369.59,6
62,18,16,110,67.44,3.36,0,79.08,9
1838,72,1,70,5099.21,254.05,1,12.09,1
2230E,5,20,200,1769.18,88.14,0,2074.88,9
2244A,28,20,40,1717.47,85.57,1,1814.55,8
2244B,8,20,40,1470.19,73.25,1,1556.49,8
2248,32,20,40,67.44,3.36,0,79.08,8
2251,9,20,180,1839.61,91.65,1,15.51,8
0055D,1,16,160,899.2,44.8,0,0.0,9
1837,98,1,60,4497.51,224.08,1,2254.45,1
1838,12,1,70,5252.83,261.71,1,2620.32,1
1838,17,1,70,5689.69,283.47,1,2826.96,1
1838,18,1,70,7529.29,375.12,1,1542.99,1
1838,46,1,70,5987.17,298.29,1,1248.07,1
1838,61,1,70,3874.05,193.01,1,1030.44,1
1838,77,1,70,4915.63,244.91,1,2455.22,1
1838,88,1,70,5023.54,250.28,1,1150.87,1
0055D,2,16,160,316.97,15.79,0,0.0,9
0055D,3,16,160,316.97,15.79,1,0.0,9
3326,46,15,320,337.2,16.8,0,406.5,6
0055D,5,16,160,67.44,3.36,0,0.0,9
3327C,26,15,320,337.2,16.8,0,406.5,6
0055D,7,16,160,130.38,6.5,0,0.0,9
0055D,8,16,160,146.12,7.28,0,0.0,9
3327C,55,15,320,674.4,33.6,0,647.04,6
3327C,57,15,320,337.2,16.8,1,369.59,6
0055D,10,16,160,67.44,3.36,0,0.0,9
65,78,16,160,67.44,3.36,0,79.08,9
0055D,17,16,160,0.0,0.0,0,0.0,9
0055D,18,16,160,0.0,0.0,0,0.0,9
0055D,19,16,160,0.0,0.0,0,0.0,9
0055D,20,16,160,0.0,0.0,0,0.0,9
2230I,3,20,200,65.19,3.25,0,76.42,9
0055D,23,16,160,67.44,3.36,0,0.0,9
2230I,12,20,200,1256.63,62.61,0,1473.8,9
58,31,16,50,269.76,13.44,0,0.0,9
1840,13,1,70,4951.6,246.7,1,2228.82,1
58,33,16,50,269.76,13.44,0,0.0,9
58,34,16,50,269.76,13.44,1,0.0,9
1839,21,1,70,7670.92,382.18,1,3779.49,1
1839,23,1,70,7670.92,382.18,1,3779.49,1
1840,7,1,70,5712.91,284.63,1,2830.38,1
1840,11,1,70,3712.95,184.99,1,1875.88,1
1840,14,1,70,3480.65,173.41,1,1023.49,1
3327F,21,15,320,674.4,33.6,1,730.35,6
3327F,77,15,320,337.2,16.8,0,406.5,6
3407,18,13,70,1598.33,79.63,0,1885.62,7
0055D,36,16,160,316.97,15.79,0,0.0,9
3407,108,13,70,1969.25,98.11,1,1037.59,7
3414,17,13,70,2252.5,112.22,0,2652.78,7
2243C,15,20,190,1298.6,64.7,1,562.39,8
3937,26,9,180,112.4,5.6,0,142.9,14
0055D,41,16,160,0.0,0.0,0,0.0,9
3937,30,9,180,112.4,5.6,0,142.9,14
0055D,43,16,160,316.97,15.79,0,0.0,9
3937,36,9,180,112.4,5.6,0,142.9,14
0055D,48,16,160,22.48,1.12,0,0.0,9
66,10,16,160,67.44,3.36,0,79.08,9
0055D,50,16,160,67.44,3.36,1,0.0,9
0055D,51,16,160,0.0,0.0,0,0.0,9
0055D,53,16,160,316.97,15.79,0,0.0,9
2230L,33,20,200,1694.99,84.45,1,1788.87,9
2230L,43,20,200,1694.99,84.45,0,1987.88,9
0055D,57,16,160,67.44,3.36,0,0.0,9
1840,15,1,70,7921.95,394.69,1,1624.39,1
1840,24,1,70,3509.87,174.87,1,1779.79,1
1841,2,1,130,5176.4,257.9,1,2559.41,1
1841,7,1,130,3709.94,184.84,1,115.3,1
3423,17,13,80,121.39,6.05,0,149.71,7
0055D,59,16,160,67.44,3.36,0,0.0,9
4080,014A,9,30,2020.95,100.69,1,1964.25,14
0055D,61,16,160,67.44,3.36,0,0.0,9
1841,20,1,130,3615.53,180.13,1,1933.88,1
0055D,63,16,160,0.0,0.0,0,0.0,9
4092,57,9,30,1775.92,88.48,0,2093.84,14
0055D,65,16,160,0.0,0.0,0,0.0,9
4093,12,9,30,1022.84,50.96,0,1210.66,14
0055D,67,16,160,0.0,0.0,0,0.0,9
0055D,68,16,160,0.0,0.0,0,0.0,9
0055D,69,16,160,0.0,0.0,0,0.0,9
0055D,70,16,160,0.0,0.0,0,0.0,9
66,51,16,160,22.48,1.12,0,26.36,9
4527,2,27,210,1672.51,83.33,0,895.8,5
4511A,54,27,210,1348.8,67.2,1,158.71,5
70,1,16,50,67.44,3.36,0,79.08,9
5086A,9,27,660,9573.49,476.97,1,3414.52,4
5341,27,27,70,3086.5,153.78,1,238.38,3
0055D,80,16,160,0.0,0.0,0,0.0,9
0055D,81,16,160,0.0,0.0,0,0.0,9
0055D,82,16,160,0.0,0.0,0,0.0,9
0055D,83,16,160,0.0,0.0,0,0.0,9
0055D,84,16,160,0.0,0.0,0,0.0,9
2253,008A,20,180,1967.0,98.0,1,17.14,8
5674A,4,27,30,3138.21,156.35,1,864.21,3
3822,44,12,140,1686.0,84.0,0,1988.4,12
3822,64,12,140,1686.0,84.0,0,1988.4,12
